,Votos,Deputado,Partido,Estado,Imagem
242,Baleia Rossi,Aníbal Gomes ,DEM,CE,https://arte.estadao.com.br/public/placar/img/voter/74212.jpg
243,Baleia Rossi,Efraim Filho ,DEM,PB,https://arte.estadao.com.br/public/placar/img/voter/141422.jpg
244,Baleia Rossi,Eli Corrêa Filho ,DEM,SP,https://arte.estadao.com.br/public/placar/img/voter/160532.jpg
245,Baleia Rossi,Geninho Zuliani ,DEM,SP,https://arte.estadao.com.br/public/placar/img/voter/204527.jpg
246,Baleia Rossi,Juninho do Pneu ,DEM,RJ,https://arte.estadao.com.br/public/placar/img/voter/204457.jpg
247,Baleia Rossi,Pedro Paulo ,DEM,RJ,https://arte.estadao.com.br/public/placar/img/voter/122158.jpg
248,Baleia Rossi,Professora Dorinha Seabra Rezende ,DEM,TO,https://arte.estadao.com.br/public/placar/img/voter/160639.jpg
249,Baleia Rossi,Rodrigo Maia ,DEM,RJ,https://arte.estadao.com.br/public/placar/img/voter/74693.jpg
250,Baleia Rossi,Alceu Moreira ,MDB,RS,https://arte.estadao.com.br/public/placar/img/voter/160559.jpg
251,Baleia Rossi,Baleia Rossi ,MDB,SP,https://arte.estadao.com.br/public/placar/img/voter/178975.jpg
252,Baleia Rossi,Carlos Bezerra ,MDB,MT,https://arte.estadao.com.br/public/placar/img/voter/141401.jpg
253,Baleia Rossi,Carlos Chiodini ,MDB,SC,https://arte.estadao.com.br/public/placar/img/voter/204361.jpg
254,Baleia Rossi,Celso Maldaner ,MDB,SC,https://arte.estadao.com.br/public/placar/img/voter/141405.jpg
255,Baleia Rossi,Dulce Miranda ,MDB,TO,https://arte.estadao.com.br/public/placar/img/voter/178994.jpg
256,Baleia Rossi,Elcione Barbalho ,MDB,PA,https://arte.estadao.com.br/public/placar/img/voter/74075.jpg
257,Baleia Rossi,Fabio Reis ,MDB,SE,https://arte.estadao.com.br/public/placar/img/voter/171623.jpg
258,Baleia Rossi,Flaviano Melo ,MDB,AC,https://arte.estadao.com.br/public/placar/img/voter/141434.jpg
259,Baleia Rossi,Giovani Feltes ,MDB,RS,https://arte.estadao.com.br/public/placar/img/voter/178996.jpg
260,Baleia Rossi,Hercílio Coelho Diniz ,MDB,MG,https://arte.estadao.com.br/public/placar/img/voter/204539.jpg
261,Baleia Rossi,Herculano Passos ,MDB,SP,https://arte.estadao.com.br/public/placar/img/voter/178981.jpg
262,Baleia Rossi,Hermes Parcianello ,MDB,PR,https://arte.estadao.com.br/public/placar/img/voter/73772.jpg
263,Baleia Rossi,Hildo Rocha ,MDB,MA,https://arte.estadao.com.br/public/placar/img/voter/178884.jpg
264,Baleia Rossi,Isnaldo Bulhões Jr. ,MDB,AL,https://arte.estadao.com.br/public/placar/img/voter/204436.jpg
265,Baleia Rossi,João Marcelo Souza ,MDB,MA,https://arte.estadao.com.br/public/placar/img/voter/112437.jpg
266,Baleia Rossi,José Priante ,MDB,PA,https://arte.estadao.com.br/public/placar/img/voter/74079.jpg
267,Baleia Rossi,Juarez Costa ,MDB,MT,https://arte.estadao.com.br/public/placar/img/voter/204474.jpg
268,Baleia Rossi,Lucio Mosquini ,MDB,RO,https://arte.estadao.com.br/public/placar/img/voter/178954.jpg
269,Baleia Rossi,Márcio Biolchi ,MDB,RS,https://arte.estadao.com.br/public/placar/img/voter/179001.jpg
