codigo_municipio;nome_municipio;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
3137007;Ladainha (MG);2633;3256;3791;3948;4331;5212;5734;6060;5888;8731;27562;13291;11874;12451;11914;16655;15456
3137106;Lagamar (MG);9446;11606;13649;14246;11565;14147;17666;22187;19996;23227;28794;35063;34598;36344;46767;43595;43715
3137205;Lagoa da Prata (MG);12665;21896;17928;20846;30669;34500;18693;27135;25129;33337;28673;36095;37461;30496;44822;47477;41096
3137304;Lagoa dos Patos (MG);2635;3129;3541;3589;3641;3930;4683;5106;6254;7057;71602;7699;8231;8137;10004;7371;6635
3137403;Lagoa Dourada (MG);7854;11986;14034;13710;11935;13833;16659;17368;21639;27501;30705;35922;39774;39739;96635;55252;60236
3137502;Lagoa Formosa (MG);13741;18031;21971;27550;26527;31248;41428;42645;53943;66025;78876;81669;83728;87969;109411;97410;83030
3137536;Lagoa Grande (MG);11439;12235;15268;18445;19168;26630;29969;31733;31892;56532;52845;75978;68531;60736;80667;61641;53090
3137601;Lagoa Santa (MG);1397;2696;5432;1981;1876;1304;2479;1533;2718;2149;2196;4552;3785;3095;3572;2969;2955
3137700;Lajinha (MG);8816;9749;17375;13690;19421;18696;18894;19766;25797;48938;36594;30853;30514;44907;51282;47927;48562
3137809;Lambari (MG);8067;8164;18460;14840;25277;11010;16399;17264;21251;65212;25394;19051;29354;18739;39144;25070;21420
3137908;Lamim (MG);698;1159;1080;1341;1376;1589;1459;1308;1431;1835;1601;3086;3947;3739;4339;6846;7243
3138005;Laranjal (MG);3095;3805;4684;5462;6379;5945;6221;7819;8695;10059;10714;12973;12101;10999;14004;11011;11184
3138104;Lassance (MG);5802;8568;12170;10670;9862;34121;13060;36226;42072;47854;44790;49024;55409;38370;26290;42177;57285
3138203;Lavras (MG);23158;25618;32572;34466;40594;38838;37271;36246;46095;56985;53730;55668;66998;57742;89592;73842;66119
3138302;Leandro Ferreira (MG);4017;3985;4927;4893;4815;6056;5561;5731;5225;5454;5847;8088;7968;6560;7348;6859;6381
3138351;Leme do Prado (MG);694;747;960;985;986;1116;1236;1486;1749;2519;2210;3598;2169;2792;6736;6580;3446
3138401;Leopoldina (MG);11389;14771;17964;21367;22756;23571;23554;30264;30993;40540;43766;57419;55343;44178;50294;46143;46076
3138500;Liberdade (MG);4051;5102;6583;5672;5060;5790;6178;6474;7745;10869;11405;13684;14217;14664;20860;18266;17298
3138609;Lima Duarte (MG);4954;5975;6450;6577;6619;11708;9116;10139;15183;22781;17532;38011;40788;37073;35195;28184;45326
3138625;Limeira do Oeste (MG);15304;21229;24666;22521;29230;29462;32360;41204;41642;92502;58540;67258;75851;64056;87819;122834;125216
3138658;Lontra (MG);901;1115;1332;1385;1333;1602;1840;1973;2061;2129;1990;2264;2431;2560;2654;2443;2009
3138674;Luisburgo (MG);6606;10767;15994;13040;18739;17175;16880;15598;20485;43391;25598;13647;26535;26634;27827;32926;28803
3138682;Luislândia (MG);1745;2335;2483;3005;2834;3329;3589;3914;3675;3648;3050;3668;3850;5130;5584;4749;3649
3138708;Luminárias (MG);7652;11796;14532;12636;9375;8971;9007;9925;11215;16097;13843;13798;15652;13006;21549;39223;29736
3138807;Luz (MG);21225;26719;30509;30399;29330;32902;32109;41097;35412;44954;41900;59944;59344;56221;76702;95507;86939
3138906;Machacalis (MG);2399;2878;3531;3535;3783;4460;5133;5225;4920;5801;6083;7402;7951;8345;9981;8794;7602
3139003;Machado (MG);37242;26708;73283;33659;66430;40436;68918;41065;74675;99867;79116;61820;81132;84645;130499;134217;124804
3139102;Madre de Deus de Minas (MG);3640;8882;12338;11246;9590;11431;16148;17736;18003;21653;30393;40959;33951;43657;89372;71348;67222
3139201;Malacacheta (MG);4550;6268;6948;7557;10261;9991;10787;11120;11140;14099;16010;23126;25624;30648;32624;16010;14297
3139250;Mamonas (MG);2791;2639;3479;3422;1838;3697;4251;3475;2608;2557;2377;2724;2680;2711;4509;2704;2186
3139300;Manga (MG);5231;7078;11811;12468;11504;12627;12876;14616;17645;16142;16433;18672;23557;24820;31728;17595;21070
3139409;Manhuaçu (MG);32119;25667;44253;35480;47833;41876;59278;48730;76929;159307;89623;54188;80175;92162;97839;108383;80882
3139508;Manhumirim (MG);8025;6713;13365;12658;18411;15613;20748;20796;23638;48535;30993;18342;26049;29571;25267;30040;19511
3139607;Mantena (MG);7653;8827;9746;10380;10312;13499;13927;13474;13296;19430;26101;19172;26897;32562;25885;14601;13605
3139706;Maravilhas (MG);3029;4760;6571;6446;6555;7965;8233;7968;8709;10350;10093;22502;20513;17070;20474;11657;10103
3139805;Mar de Espanha (MG);2354;3686;2806;2568;2875;3798;4609;5935;6535;8093;9189;7869;8623;9986;12899;9130;9636
3139904;Maria da Fé (MG);3438;4470;6444;6921;6521;7642;9131;10069;10258;10441;11005;13705;14465;15222;20456;10435;10449
3140001;Mariana (MG);2488;3880;4154;5717;9952;7711;8945;11303;10648;10447;12195;19414;22933;18534;22352;9134;9224
3140100;Marilac (MG);1461;1559;1961;1986;2182;2401;2520;2684;2774;3048;3578;5172;5578;5254;5574;5828;5563
3140159;Mário Campos (MG);2329;2839;3400;3560;3223;3686;3961;4609;6201;7526;8772;10306;11449;12123;16902;9829;10409
3140209;Maripá de Minas (MG);1820;2075;1984;2010;2195;2397;2817;3266;3875;4786;4793;5023;5376;5386;6951;5710;5270
3140308;Marliéria (MG);868;3157;6722;1419;1693;1664;1781;1735;2757;2409;2384;3006;4288;4043;5419;3223;3339
3140407;Marmelópolis (MG);4626;3804;4945;19793;8618;8205;7083;8214;8826;4673;3443;5754;6974;6188;4825;4888;4709
3140506;Martinho Campos (MG);10258;14449;24732;22961;21454;24476;39923;26599;31900;33741;60572;41787;46839;44173;98264;67212;70267
3140530;Martins Soares (MG);5129;5667;14379;8486;23476;19783;24114;12554;26989;56148;20869;10450;16862;16399;19915;22634;19138
3140555;Mata Verde (MG);1564;1396;1841;1829;1771;2373;2792;3600;2740;4482;3479;2944;3654;3760;4043;2892;3715
3140605;Materlândia (MG);1974;2538;3153;3493;3652;4304;4436;4853;4827;5019;7293;6890;7731;7117;10749;9188;7675
3140704;Mateus Leme (MG);5085;6405;7902;7124;12731;14723;16012;17752;21042;20335;18836;20683;18247;17654;22942;16384;16168
3140803;Matias Barbosa (MG);1385;1757;2150;1878;1744;2428;2770;2080;3535;2346;2305;3686;4171;3935;3847;1975;2375
3140852;Matias Cardoso (MG);5145;8809;10564;11270;15838;14085;17061;21409;24260;35326;40789;59551;56418;49788;61352;45694;29974
3140902;Matipó (MG);7905;10062;12259;14466;17031;17808;18392;15967;20413;38031;23923;19100;32198;31244;38812;17988;18675
3141009;Mato Verde (MG);2707;2494;3953;3275;2348;3360;4127;4327;4973;6905;5203;5283;5835;4834;9103;4809;4561
3141108;Matozinhos (MG);2157;4344;4249;8128;7283;5525;4087;3473;12147;9879;10878;11337;10884;9816;14349;8411;9223
3141207;Matutina (MG);4328;6090;8027;7909;7826;7132;8651;9223;10636;12733;13961;20062;17561;17820;18475;14858;13735
3141306;Medeiros (MG);8695;11859;13850;17205;17660;20170;19202;22527;29408;40523;48966;60039;58812;58220;90500;72401;67571
3141405;Medina (MG);5096;5839;7071;6976;5998;6550;7115;7740;8359;15028;10719;9430;10722;10059;9687;8984;8059
3141504;Mendes Pimentel (MG);2402;2928;3280;3217;3508;5416;5996;5755;6209;6267;6675;8129;8924;8341;9153;5598;5097
3141603;Mercês (MG);2636;3105;3795;3986;3812;5393;6658;5566;6358;9836;7048;12449;12166;11406;11916;10989;9419
3141702;Mesquita (MG);1143;1542;1600;1426;1438;2714;4529;2216;1938;2391;2721;3197;3513;6037;4406;4693;4667
3141801;Minas Novas (MG);5607;7130;6889;8314;5265;11633;12202;15761;18691;29797;28789;37854;69290;80150;34631;35587;61730
3141900;Minduri (MG);2259;2873;3569;3452;3740;4593;4956;6750;8238;10970;11615;13577;12100;16137;24919;16083;17362
3142007;Mirabela (MG);6328;8646;2806;3328;3225;3843;4715;5066;4962;4954;4136;15104;10205;9352;10040;10776;10074
3142106;Miradouro (MG);4495;4848;5995;6869;7997;9191;8490;9540;9322;23435;12645;12413;12584;15940;17745;14940;14395
3142205;Miraí (MG);3606;5437;6411;5637;5972;7296;7751;8666;8611;12634;12220;11576;13076;13917;15917;7400;6793
3142254;Miravânia (MG);315;538;1281;1530;1682;2493;2318;2103;2328;2837;1669;2003;2149;2079;2206;2085;1985
3142304;Moeda (MG);749;1384;1540;1337;1360;1545;1692;1715;1649;2358;1885;3039;2941;2831;3780;2288;2081
3142403;Moema (MG);2668;3635;5141;5040;4879;6151;6696;7242;6197;7370;7736;8972;10081;10566;12304;11317;10360
3142502;Monjolos (MG);1895;2644;3365;3221;2925;3943;6038;4162;6804;6652;6071;8745;8398;7327;7880;3655;3528
3142601;Monsenhor Paulo (MG);6527;7488;11376;8919;11170;10839;12937;11774;15703;27699;21082;14698;22611;17841;30043;19327;19977
3142700;Montalvânia (MG);4636;3873;6759;6366;5876;6984;7903;6857;9838;9297;8268;8601;9110;8273;12789;8489;8719
3142809;Monte Alegre de Minas (MG);44352;72849;87853;80657;81966;83036;115397;130342;113693;186272;189336;184740;236924;219283;260570;215297;181058
3142908;Monte Azul (MG);4701;4596;7133;6232;4715;6861;7489;7483;7609;8073;8457;8789;9854;9490;13755;9183;8281
3143005;Monte Belo (MG);15669;14595;26122;19887;23344;26734;31594;31259;34286;47773;40246;30764;40722;36506;54451;57661;44685
3143104;Monte Carmelo (MG);43081;44449;71458;59538;76952;66127;88419;86412;112874;168479;154152;216906;240726;144716;228499;136365;138055
3143153;Monte Formoso (MG);841;1081;1486;1277;1185;1428;1549;1733;1447;1872;1867;2089;2502;2670;2746;2433;2743
3143203;Monte Santo de Minas (MG);17212;18526;27883;36341;61428;37176;56323;36117;50248;65856;79426;49882;73413;68138;108142;56393;67526
3143302;Montes Claros (MG);29107;45777;52701;57927;61937;61878;69997;78625;108460;154002;196791;148684;98837;110002;126972;111960;109161
3143401;Monte Sião (MG);7577;6814;11160;8417;15777;9548;17756;11260;14543;29000;30499;19838;25775;27206;40762;22937;23481
3143450;Montezuma (MG);1334;1413;2583;3122;2780;3273;4033;4346;4581;6000;5541;6863;10107;13262;5828;11021;16250
3143500;Morada Nova de Minas (MG);12967;16386;17337;21137;22567;22770;24198;26411;30406;41447;59312;74813;76717;104227;131526;141912;169032
3143609;Morro da Garça (MG);3740;5269;6493;5558;5459;5669;14172;10820;14833;12492;10054;16444;15453;112766;131522;11146;13153
3143708;Morro do Pilar (MG);1177;1209;1500;1517;1574;1938;2069;2326;2297;2404;3598;3195;3760;3056;3045;3315;3103
3143807;Munhoz (MG);2548;2329;2625;2725;3288;3604;3701;3799;4809;4738;4992;7036;6524;7255;11169;10591;10723
3143906;Muriaé (MG);10242;12635;16865;16417;20850;22381;20123;22481;23184;29267;26194;27865;26984;28347;36103;30633;27873
3144003;Mutum (MG);15334;17972;21516;21603;23914;27158;28973;27420;31085;63778;53707;40778;49793;45481;58345;67430;54095
3144102;Muzambinho (MG);13255;9882;21196;24839;34034;26121;44630;24357;38804;42185;61597;34591;51446;53599;94290;46224;28800
3144201;Nacip Raydan (MG);1161;1520;1554;1608;1596;1506;1566;1803;1753;1944;1982;2667;3397;3030;3422;2471;2486
3144300;Nanuque (MG);12939;14737;15712;14771;19560;36232;25288;28349;147479;38309;35809;40560;48258;48308;46960;28740;28200
3144359;Naque (MG);1265;1246;1502;1227;18721;7189;13412;1790;2187;2399;2719;4164;4568;7407;5067;2635;3572
3144375;Natalândia (MG);2528;3063;2831;3179;3549;3898;4729;5010;4947;5906;6480;8952;9111;8953;12311;7083;6153
3144409;Natércia (MG);4648;4814;7497;8650;9683;7688;8741;9861;10203;19838;12991;10869;13124;15973;20126;11891;12610
3144508;Nazareno (MG);9923;10845;9081;7098;11132;9979;10286;10260;11286;18314;19213;18950;24236;27815;38483;28565;26698
3144607;Nepomuceno (MG);41454;30824;65435;51410;85385;55280;61681;68729;71955;127214;102050;84500;99798;104074;150341;106197;99163
3144656;Ninheira (MG);2140;2241;2976;2742;3590;5069;4945;5576;5878;9609;8795;7503;9211;11698;14426;12842;16004
3144672;Nova Belém (MG);4646;4906;5344;5894;8861;11196;10452;8153;7860;14954;19587;11291;16267;23405;26635;8576;10027
3144706;Nova Era (MG);998;8356;8585;5046;5159;2793;3261;3387;3417;4957;6932;6017;8834;6255;8980;13317;15706
3144805;Nova Lima (MG);121;150;449;715;130;176;194;166;132;126;236;556;689;750;658;866;1647
3144904;Nova Módica (MG);2660;3324;3487;3302;3532;4298;5257;4704;4549;5442;6047;7806;7897;7079;7910;6842;6085
3145000;Nova Ponte (MG);45264;71326;157525;86972;71943;105671;120476;105045;192044;155768;170428;245115;187213;251727;218267;196945;283930
3145059;Nova Porteirinha (MG);3513;4144;5233;6260;8911;6938;9999;9762;12210;20581;19245;31521;18350;21447;40602;21717;19477
3145109;Nova Resende (MG);12313;10428;35843;30116;50822;35762;69749;42922;66050;72012;104199;45660;74875;90002;98946;86934;61023
3145208;Nova Serrana (MG);3395;5281;5909;7657;6399;6974;6784;6220;8015;7507;7859;10000;10512;10393;11528;10690;8555
3145307;Novo Cruzeiro (MG);8216;9764;10289;11759;14579;13956;13641;14285;15113;24554;21953;30219;40182;31325;32334;22210;15407
3145356;Novo Oriente de Minas (MG);1532;1998;2502;2709;2715;2850;3051;3171;3059;3501;3315;5404;4459;4737;5225;5684;7492
3145372;Novorizonte (MG);3090;852;997;1239;1095;1452;1914;1130;1197;1571;1598;1694;1982;2234;2636;2140;2110
3145406;Olaria (MG);1282;1594;1652;1715;1602;9719;2565;2254;1731;1761;2242;2615;3016;2839;4335;3396;2971
3145455;Olhos-d'Água (MG);3205;4071;4854;5509;5669;5734;6697;7382;20805;33482;292127;26974;22985;40782;177574;70420;98861
3145505;Olímpio Noronha (MG);1949;2488;4119;3717;5548;4506;3140;3560;3498;7908;4875;3265;4810;5166;9288;4085;3562
3145604;Oliveira (MG);17362;17715;19982;27413;26758;25255;25323;28637;28346;52887;37201;39900;52742;50798;66545;52459;44825
3145703;Oliveira Fortes (MG);1430;1630;2040;2109;2137;2230;2195;2492;3005;4949;4752;5883;7338;8305;9655;9128;8820
3145802;Onça de Pitangui (MG);3854;5962;7149;7571;7563;8886;9013;9230;10467;13300;13305;13564;18177;20814;21532;14716;14766
3145851;Oratórios (MG);2609;3987;4283;4734;5958;6462;5885;5982;6740;7457;7421;8724;8017;6192;6307;7168;5412
3145877;Orizânia (MG);2564;3009;4075;3731;4109;3154;4033;4512;4397;14129;8896;8975;11686;14088;25726;20759;17029
3145901;Ouro Branco (MG);1702;1986;2426;2315;2495;2734;2908;2794;3633;4860;4500;5919;5402;5997;9521;5034;5244
3146008;Ouro Fino (MG);15328;11296;27957;19247;23489;20383;25880;26899;34994;55906;36992;31232;35007;33564;55765;49866;45257
3146107;Ouro Preto (MG);5351;6377;7398;8230;9606;11154;11520;12126;11076;12218;12320;17940;17166;15084;23404;19398;20445
3146206;Ouro Verde de Minas (MG);2490;3508;4859;3376;3459;3289;3849;3813;3463;4230;4030;5757;6530;6600;6812;4490;5504
3146255;Padre Carvalho (MG);410;680;630;659;668;831;1344;1049;4028;9184;213183;15375;1523;18032;15416;706;692
3146305;Padre Paraíso (MG);1597;1750;2364;2081;2509;2477;2975;3217;2950;3551;3679;3849;5510;6291;6355;4942;4077
3146404;Paineiras (MG);4667;5675;6832;6998;6691;8559;15954;8400;9165;9077;13308;16059;13572;12158;14540;13777;12145
3146503;Pains (MG);9017;8393;8712;8835;8359;9956;9496;11567;14594;13345;13188;17958;14520;17171;27121;14934;15462
3146552;Pai Pedro (MG);1500;1535;2223;2442;2060;3088;4006;4688;4825;5231;4365;5011;5354;4710;5180;4950;4667
3146602;Paiva (MG);863;994;1271;1171;1163;1351;1404;1184;1035;1122;1167;1684;1909;1770;2006;3287;4060
3146701;Palma (MG);2932;3715;4633;4956;5330;5256;5270;6230;6309;6749;7797;11352;11534;9300;10601;11189;9220
3146750;Palmópolis (MG);2293;2873;3182;3072;3128;3582;4231;4232;3899;4297;4256;5215;5962;6451;6649;5295;4761
3146909;Papagaios (MG);7577;12044;18093;8709;8777;31086;23764;30117;28092;26907;13664;15923;23139;22128;19979;16254;18661
3147006;Paracatu (MG);83202;100539;103332;122077;102322;115853;151758;207531;243442;331411;416666;387736;357133;354478;531258;598013;521127
3147105;Pará de Minas (MG);28429;44761;52061;44803;38315;41705;39888;48894;56661;69535;70801;87260;122766;83755;92353;88497;73797
3147204;Paraguaçu (MG);18186;15700;32106;22021;38049;24521;34570;31106;53324;63820;62577;50214;59188;54459;102138;60961;67248
3147303;Paraisópolis (MG);3842;4250;5449;5853;5985;7794;8326;9464;10048;11140;11621;13636;14119;11493;14721;11117;10253
3147402;Paraopeba (MG);6979;9073;14796;15762;13201;15622;13429;29607;16362;19089;18976;34436;26322;24466;68348;29340;43985
3147501;Passabém (MG);391;477;613;674;771;769;797;796;848;1240;1167;1638;1630;1626;1980;1832;1813
3147600;Passa Quatro (MG);16971;21043;23333;24703;26077;35821;40154;30896;49641;47152;49810;62843;54882;50737;51371;69093;70867
3147709;Passa Tempo (MG);3922;5368;7149;6888;6985;8796;10038;10995;12806;15346;15055;19136;18127;15260;14235;14205;15404
3147808;Passa Vinte (MG);1162;1154;1306;1089;935;1091;1185;1346;1283;1488;2452;10253;10223;7799;8894;9510;8768
3147907;Passos (MG);46204;51928;67868;65937;74963;87712;74914;80876;90413;132055;116661;113311;110209;111877;164403;159137;158512
3147956;Patis (MG);4504;6327;1965;2571;2979;3867;4572;4782;4503;4976;3706;4021;4172;4529;4727;3828;2792
3148004;Patos de Minas (MG);54065;64797;86704;94445;87562;98599;119123;141524;148956;214820;196950;224281;233625;240231;283060;282540;238650
3148103;Patrocínio (MG);83274;78437;109631;118516;131370;130301;164920;151724;212941;265370;311468;217389;383187;249823;533904;401293;374954
3148202;Patrocínio do Muriaé (MG);1026;1219;1689;1600;1960;2299;2483;2677;2532;2827;2885;3493;3513;3574;4182;3216;3256
3148301;Paula Cândido (MG);5648;7435;8715;9322;10799;13322;10780;11531;13318;18346;13495;15527;14599;13714;16633;18451;14923
3148400;Paulistas (MG);2173;2353;3122;3110;2919;3611;14205;4945;4921;5466;5284;6727;6426;12538;7732;6159;6291
3148509;Pavão (MG);3520;4571;5412;5753;6266;7256;7768;7791;7150;7878;8299;12186;13574;13362;14282;11870;10810
3148608;Peçanha (MG);10443;25859;17796;14964;44364;16322;18727;26269;28266;33268;26698;57921;45728;30714;38667;43355;50710
3148707;Pedra Azul (MG);4904;8821;11702;14699;7904;8144;9132;9672;10220;12915;10282;11426;18105;11440;12109;8101;7421
3148756;Pedra Bonita (MG);4732;4345;6461;10910;9097;7566;8422;11384;13401;26954;13705;9011;11721;10629;23044;14258;14941
3148806;Pedra do Anta (MG);1412;1763;1851;1921;2089;2229;2254;2419;2442;3262;4598;5554;5275;6176;5866;19057;7510
3148905;Pedra do Indaiá (MG);2705;5288;3482;3293;3336;4812;5256;5655;9073;9320;11862;10584;15006;14116;18372;15682;25064
3149002;Pedra Dourada (MG);877;1410;2094;2222;2657;2296;3170;3355;3882;7806;5842;4408;5969;7164;7149;7581;3746
3149101;Pedralva (MG);11353;12979;13340;14867;13929;15836;20429;18599;20596;34404;31299;22705;31582;26535;49945;21956;20007
3149150;Pedras de Maria da Cruz (MG);5269;4907;7009;6414;6477;12786;15634;9854;7217;7700;8223;9766;10773;10356;11196;10993;9963
3149200;Pedrinópolis (MG);7722;12339;15879;14887;12564;14581;21409;20976;21535;29161;32007;34386;31218;30483;50436;31403;37498
3149309;Pedro Leopoldo (MG);7546;7601;12524;9896;9844;15263;18577;10687;11229;12049;12861;14544;14359;14539;15442;12866;11690
3149408;Pedro Teixeira (MG);1013;1404;1265;1292;1615;1983;1709;2501;1907;2782;2482;4557;4660;4107;4101;2340;2416
3149507;Pequeri (MG);588;754;886;704;800;1218;1194;1035;1047;1084;1120;1362;1772;1672;1896;2974;3189
3149606;Pequi (MG);4327;6120;7108;7655;6832;8090;8119;8174;8894;10747;10486;15706;15461;12540;13329;15808;14618
3149705;Perdigão (MG);2813;4921;4215;6288;9980;7706;7061;15554;9816;8748;7592;10390;11170;8631;11060;12475;8639
3149804;Perdizes (MG);66345;89942;126700;114287;95794;119928;179815;175541;182631;330816;307875;311877;253112;246367;352339;296640;331881
3149903;Perdões (MG);15786;13785;18503;24837;22458;15902;19274;22537;22922;42865;32676;24514;30196;26916;45797;28355;27338
3149952;Periquito (MG);4082;15757;1804;2350;18244;2030;21692;2918;1782;1933;6129;9602;4865;4763;7853;2578;2105
3150000;Pescador (MG);1955;2692;3222;3076;3482;5417;5595;4466;4651;5359;5462;6532;6485;6339;6544;3972;3425
3150109;Piau (MG);1805;2023;2797;3219;3232;3843;4029;4250;4941;7044;6056;7521;8246;10982;12587;6669;6805
3150158;Piedade de Caratinga (MG);4677;4401;6585;9378;8283;8241;9282;9706;10251;15845;15968;13434;18687;18781;23834;19123;17221
3150208;Piedade de Ponte Nova (MG);3952;5173;5566;5244;5045;6011;6095;6957;5221;9068;7747;8553;8105;6772;7518;10711;8310
3150307;Piedade do Rio Grande (MG);1540;2442;4765;4401;7863;7604;9453;6892;7364;7795;12876;15152;17710;21302;42773;21955;15626
3150406;Piedade dos Gerais (MG);2485;2610;4776;4462;4041;3825;4271;4903;5581;7628;8355;9733;9797;18601;27002;12048;11921
3150505;Pimenta (MG);11536;12384;17158;16617;17543;21779;19692;20660;23907;30509;27511;32875;36132;37636;53536;36158;44884
3150539;Pingo d'Água (MG);229;492;857;808;1048;596;3019;915;4159;1502;773;913;1976;2993;2340;707;835
3150570;Pintópolis (MG);2118;2740;3036;3163;3059;3663;4739;5135;5411;6144;5227;6870;6507;7226;7936;6198;6364
3150604;Piracema (MG);5064;8379;8926;8335;10043;11446;12357;12549;14187;19311;17829;27057;25218;24855;20499;11501;10572
3150703;Pirajuba (MG);14864;20570;21029;17215;27675;32629;31008;36622;29139;74761;49553;51603;40400;39099;54209;75427;71055
3150802;Piranga (MG);5799;6821;6435;6728;7059;11196;9678;9690;11326;12335;11745;19123;16479;16327;20363;25032;20236
3150901;Piranguçu (MG);2063;2962;3519;3886;3948;5324;5522;5825;6620;6163;6455;7627;7936;7860;9655;4529;4147
3151008;Piranguinho (MG);3769;3577;5258;5994;4982;5663;5704;6281;6410;8310;7021;7210;9468;9132;10876;7336;7178
3151107;Pirapetinga (MG);1785;2245;2673;2546;2475;2955;2888;3094;3121;3191;3650;4090;4194;3964;6138;5348;4950
3151206;Pirapora (MG);5391;7033;9188;13225;14178;16829;19790;17800;17938;26711;24778;35628;38621;28409;54119;30110;30633
3151305;Piraúba (MG);3341;4552;5658;5312;5124;6404;6301;7005;8484;10467;12321;17145;15739;16463;21172;12099;12546
3151404;Pitangui (MG);9014;13016;19172;21439;21326;24702;24174;22517;26907;28860;25773;47068;34090;29679;38679;51093;47081
3151503;Piumhi (MG);25816;24164;43275;44377;51706;59088;50550;60434;72765;117857;85266;74309;96693;89334;158980;93253;99738
3151602;Planura (MG);16490;23960;27126;25217;27880;29293;26216;26485;22411;45758;34821;35425;30269;28138;54646;69191;72490
3151701;Poço Fundo (MG);15238;12502;34565;18977;25331;21713;25299;22981;33327;65091;37773;26504;36645;40613;54315;48546;52326
3151800;Poços de Caldas (MG);21499;12645;42179;22981;30171;20034;27266;25481;34312;39806;54474;47513;54266;63497;71498;39404;39434
3151909;Pocrane (MG);4772;6081;7165;6663;6741;7104;7180;10010;7993;10111;14080;13842;16919;16551;22727;24689;14086
3152006;Pompéu (MG);26801;34180;43383;46887;50265;73046;85858;79701;68879;91593;77126;95385;102336;99892;127399;123415;137262
3152105;Ponte Nova (MG);7182;10178;11197;12545;14139;14653;14606;17029;16077;31463;23194;27218;37038;36936;33559;44522;40087
3152131;Ponto Chique (MG);2192;2752;3393;3904;3981;4674;5565;5513;5174;4904;4766;5545;5699;5132;6518;4175;3403
3152170;Ponto dos Volantes (MG);1897;2074;2143;2381;2312;2779;2874;3253;3050;3576;3745;10671;5564;4767;21296;6248;4860
3152204;Porteirinha (MG);9425;9892;13843;12552;12063;14630;15753;16363;18174;22303;25189;26345;29310;28607;36289;33372;34707
3152303;Porto Firme (MG);3218;4078;6820;6831;6900;7028;8267;8174;9771;12162;10626;11570;12647;11202;14540;10854;10501
3152402;Poté (MG);3453;4612;5256;4775;5807;6684;6906;7173;6519;8199;8539;11881;12674;10413;11603;11798;10587
3152501;Pouso Alegre (MG);19052;22259;27514;27749;27770;28519;31918;34685;44252;52426;60194;72052;68269;72838;101739;66937;70174
3152600;Pouso Alto (MG);5873;7293;8134;8467;9183;10016;9758;9536;11904;13882;15057;15435;20773;16732;19552;61864;54914
3152709;Prados (MG);2111;2934;3721;3353;3498;4325;5069;5661;6072;9272;10026;12676;9500;9438;36499;16723;22751
3152808;Prata (MG);38943;66535;115127;92754;76996;83616;83083;120610;157642;181887;168822;196882;182511;181196;256020;230632;267328
3152907;Pratápolis (MG);5150;6027;10111;8200;8011;10182;15140;12612;13959;20096;17558;22527;24606;25325;33830;24058;21469
3153004;Pratinha (MG);10115;10838;14521;13674;15967;15438;22693;22900;22543;31026;24573;24233;31059;29574;44829;39307;36207
3153103;Presidente Bernardes (MG);1919;2325;2706;2737;2699;4375;3254;3518;3519;4500;3828;4716;4705;4028;8289;7306;6568
3153202;Presidente Juscelino (MG);2958;3935;6215;4572;4263;5541;7052;7050;7537;7465;7202;19140;14709;14245;11556;6899;6539
3153301;Presidente Kubitschek (MG);370;428;509;567;623;717;703;705;855;694;2521;1147;1258;1409;1238;1887;1681
3153400;Presidente Olegário (MG);37592;52486;63388;61526;54628;73192;79255;88181;102039;143595;141668;156957;142427;134490;207247;186968;158638
3153509;Alto Jequitibá (MG);3079;3792;10753;9694;14173;12458;11410;23307;31090;65968;21093;11901;23989;25003;25956;24356;19455
3153608;Prudente de Morais (MG);1784;1650;1798;1951;1818;2123;2295;2366;1965;2178;2200;2458;2516;1835;2119;1619;1573
3153707;Quartel Geral (MG);2772;4468;6074;6064;7648;9896;10694;8981;12700;11899;13984;14939;11620;9149;13384;14697;17553
3153806;Queluzito (MG);1572;2162;2503;1959;2122;2449;2603;2298;2969;2675;2525;4516;4780;4832;6285;5708;5696
3153905;Raposos (MG);15;19;19;19;21;27;35;31;29;27;49;53;54;59;211;302;1130
3154002;Raul Soares (MG);12316;12099;18488;19534;20492;18402;21079;20560;21989;40636;34744;27921;34124;43190;50117;39351;39696
3154101;Recreio (MG);2158;2711;3367;4077;4704;4665;4473;5250;5543;6929;6950;7457;7291;6789;7170;5531;5088
3154150;Reduto (MG);6741;7470;11593;7991;11884;8398;8295;7718;11770;26730;12317;8428;11659;12785;15943;15236;12250
3154200;Resende Costa (MG);6417;7413;7989;8040;8852;8427;11806;9833;9459;12745;13405;16512;17007;16359;39489;28173;42647
3154309;Resplendor (MG);6960;9309;11006;10949;11566;12959;15263;15638;14050;16575;18915;21040;22706;22054;24141;18364;11897
3154408;Ressaquinha (MG);3050;3819;5107;4951;5177;6155;6590;7946;10176;11990;13405;15206;14374;16901;20377;21135;24870
3154457;Riachinho (MG);5582;8781;7857;8981;8402;10299;11417;11335;11460;13045;17338;28896;24352;22733;33376;23323;25465
3154507;Riacho dos Machados (MG);5310;5254;5946;6127;4163;15312;13768;13448;9237;10016;18731;23258;34326;13001;9658;19132;52139
3154606;Ribeirão das Neves (MG);1084;1416;1621;1651;1726;1976;2333;2521;2482;2587;3025;3447;3578;3828;5088;3110;3204
